Datum von;Day Ahead Preise D_LU;Prognostizierte Erzeugung PV und Wind;Erzeugung Erneuerbare;Erzeugung Konventionelle;Residuallast;GWL
13.03.2025 19:00;173,47;6303;12281,75;39090,5;60772;39.0
13.03.2025 20:00;149;6245,5;12330;37506;56949,25;39.0
13.03.2025 21:00;135,69;5932,25;11608,5;34155,5;54099,25;39.0
13.03.2025 22:00;123,48;5464,75;11213;33229,25;51383,75;39.0
13.03.2025 23:00;111,63;4993,75;10406,5;32110,25;48395,25;39.0
14.03.2025 00:00;109,09;5217,75;9947,75;30349;46104,25;31.0
14.03.2025 01:00;106;4781,25;9783,5;29893,5;44378,5;31.0
14.03.2025 02:00;105,9;4479;9936,25;29839,5;43690;31.0
14.03.2025 03:00;103,83;4285,25;10029,75;29579,5;43743,5;31.0
14.03.2025 04:00;105,3;4189,75;9863;29616,25;45509,25;31.0
14.03.2025 05:00;113,99;4134;9883,5;30733,5;48790,25;31.0
14.03.2025 06:00;143,02;4094,25;10518,25;34016;55387;31.0
14.03.2025 07:00;155,11;5765,25;12498,5;37982,5;58607,75;31.0
14.03.2025 08:00;155;9850,75;16846;38179,5;56727,5;31.0
14.03.2025 09:00;132,09;14407,5;21665,25;33910,25;51856,5;31.0
14.03.2025 10:00;112;17931,75;25654,75;30880,75;47147,75;31.0
14.03.2025 11:00;106,35;19773;27243,5;29791,5;45031,5;31.0
14.03.2025 12:00;104,5;20235,75;27679,5;29338;44033,25;31.0
14.03.2025 13:00;104,59;19298;26025,75;29066,5;44100,5;31.0
14.03.2025 14:00;105,38;17220,25;23294,5;29632;45774;31.0
14.03.2025 15:00;109,39;14259,5;20813,25;30108,75;47804,75;31.0
14.03.2025 16:00;124,84;10921;18627;31560,25;49995,25;31.0
14.03.2025 17:00;146,44;8200,75;16209,5;33776,75;53838,75;31.0
14.03.2025 18:00;155,33;8099,25;15535,5;35744,25;55786,25;31.0
14.03.2025 19:00;150,91;9492,5;16314,75;35712;53676,5;31.0
14.03.2025 20:00;130,01;10480,75;16869,5;33335,25;49576,75;31.0
14.03.2025 21:00;111,39;10868;17020,25;31207,5;45851,75;31.0
14.03.2025 22:00;114;10901;17057;28651;42480,75;31.0
14.03.2025 23:00;105,17;10779,25;17063,5;25522;38964,75;31.0
15.03.2025 00:00;112,15;11337;17161;23250,75;35970,5;11.0
15.03.2025 01:00;103,14;11206,25;17571,25;21873,5;33775,25;11.0
15.03.2025 02:00;96;11145,25;17952;21349,25;31719,25;11.0
15.03.2025 03:00;89,9;11106,25;18368,75;21391;31191;11.0
15.03.2025 04:00;86,9;11131,5;18611,5;21405,75;31016,25;11.0
15.03.2025 05:00;90,55;11267;18846,5;21528;31089,5;11.0
15.03.2025 06:00;97,01;11525,25;19232,75;21606,75;31638,25;11.0
15.03.2025 07:00;99,42;13304,25;20891,5;21711,5;32381,25;11.0
15.03.2025 08:00;98,77;17303,75;24580,5;21583,25;31695,75;11.0
15.03.2025 09:00;86,4;22269,75;30038,75;20640,75;28498,25;11.0
15.03.2025 10:00;72,39;27448,5;34916;17677;24720;11.0
15.03.2025 11:00;67,16;31183,5;37945,5;16382;22477,25;11.0
15.03.2025 12:00;57,32;32598,25;40072,75;14839;19458;11.0
15.03.2025 13:00;48;32117,5;40245,25;14229,75;17356,75;11.0
15.03.2025 14:00;54,51;29626,5;37902,5;14483;18140,25;11.0
15.03.2025 15:00;70,8;25560,75;33964,25;16687;21753,75;11.0
15.03.2025 16:00;84,24;20476,25;28374,25;19492,75;28427,5;11.0
15.03.2025 17:00;121,91;15723;22536;24705;37329;11.0
15.03.2025 18:00;130,3;14362,5;20172,5;28804,25;41831,25;11.0
15.03.2025 19:00;132,96;15114,75;21223,75;28651;40359,75;11.0
15.03.2025 20:00;121,46;15522,75;21960,25;26246,25;36455;11.0
15.03.2025 21:00;108,5;15233,5;21690;24640;34019,75;11.0
15.03.2025 22:00;105,02;14281,5;20369,25;23167,25;33604,5;11.0
15.03.2025 23:00;95,25;13378,75;19229;21762;32421,5;11.0
16.03.2025 00:00;90,01;12153,5;18272,5;21180,25;30593,25;1.0
16.03.2025 01:00;85,79;11437,75;17249,5;20956,25;29937,5;1.0
16.03.2025 02:00;79,62;10844,5;16180,5;20988,25;30378;1.0
16.03.2025 03:00;78,18;10544,5;15328,75;20869;31220,25;1.0
16.03.2025 04:00;78,6;10481,75;15172,5;21308,25;31676,25;1.0
16.03.2025 05:00;80,51;10476;15182,25;22015,75;31558,75;1.0
16.03.2025 06:00;85,14;10830;15680,75;21595,25;31280,25;1.0
16.03.2025 07:00;82,07;14398,5;20027;20225;28699,5;1.0
16.03.2025 08:00;77,95;21441;28305,75;17341;23491,5;1.0
16.03.2025 09:00;56,9;28530;36615;13627,25;17704,75;1.0
16.03.2025 10:00;24,09;34850,5;42820,5;12614;12420,5;1.0
16.03.2025 11:00;2,9;39128,25;46740,5;12513,75;8836,25;1.0
16.03.2025 12:00;1,01;40064,75;47675,5;12568,75;6967,25;1.0
16.03.2025 13:00;0,19;39029;46500,75;12576,75;6301,75;1.0
16.03.2025 14:00;2,53;36113;43304;12516,25;8233;1.0
16.03.2025 15:00;31;31054,5;38305;13095;13452,75;1.0
16.03.2025 16:00;71,11;23993,25;32442,25;16088;19936,75;1.0
16.03.2025 17:00;116,81;17330,5;24611;22563;31947,75;1.0
16.03.2025 18:00;130,84;15506,25;21328,5;29626,75;39001;1.0
16.03.2025 19:00;140;17075;22380,25;31051,5;38023,5;1.0
16.03.2025 20:00;125,28;18816,5;23514,75;30496,25;34448,5;1.0
16.03.2025 21:00;107,73;20091,25;24311,25;28213,25;31955,25;1.0
16.03.2025 22:00;100,8;20787;23800;28221,25;31845,5;1.0
16.03.2025 23:00;79,71;21708,75;25232,75;26184,25;27954;1.0
17.03.2025 00:00;78,1;21001;28173,5;23727;23588,75;2.0
17.03.2025 01:00;79,01;21270,5;28138;22008,5;21918,5;2.0
17.03.2025 02:00;78,79;20992,5;28274;21898,75;21904,5;2.0
17.03.2025 03:00;80,91;20511;28672;21220;21911,75;2.0
17.03.2025 04:00;85,85;19605,5;28005,25;21543;24151;2.0
17.03.2025 05:00;103,3;18442;27849;23463,25;28618,25;2.0
17.03.2025 06:00;135,18;17543,75;27627,25;26089;36832,5;2.0
17.03.2025 07:00;152,87;20048;30087,75;29775,5;39445;2.0
17.03.2025 08:00;135,24;26485,5;35609,5;27166,75;36109;2.0
17.03.2025 09:00;100,73;33239,75;44493,5;21991;26773,75;2.0
17.03.2025 10:00;68,21;38814,75;50607,75;17517,5;19484,25;2.0
17.03.2025 11:00;50,56;42209,75;52927,5;15444,5;16031,75;2.0
17.03.2025 12:00;31,17;43077,25;52776,25;15075,5;14385,75;2.0
17.03.2025 13:00;27,95;41476;51824;14844,75;14251,75;2.0
17.03.2025 14:00;50,14;37485,75;47864,25;15302,25;16388,25;2.0
17.03.2025 15:00;70,01;30783,25;41630,5;18338,5;21913,75;2.0
17.03.2025 16:00;98,55;21198;32038,5;24015,75;32256;2.0
17.03.2025 17:00;143,05;11929;21070;31071,25;47148,75;2.0
17.03.2025 18:00;177,33;8831,25;16707;34825,75;54904,5;2.0
17.03.2025 19:00;170;9836;18631,25;34956,75;53464;2.0
17.03.2025 20:00;141,5;10572;19163,75;33442,75;49517,25;2.0
17.03.2025 21:00;118,85;10655,25;18898,5;30453,25;45812;2.0
17.03.2025 22:00;107,86;10504;18102,5;27807;43397,5;2.0
17.03.2025 23:00;93,5;10558;17629,75;25747;40644;2.0
18.03.2025 00:00;92,2;10935,25;17057,5;25188,75;38516;1.0
18.03.2025 01:00;89,99;10916,25;16568,75;25302,75;37253,5;1.0
18.03.2025 02:00;92,37;10824;16251;25191,25;36947,75;1.0
18.03.2025 03:00;89,2;10769,75;16475,5;25139,25;37498;1.0
18.03.2025 04:00;95,25;10913,5;17052;26014;38445,75;1.0
18.03.2025 05:00;110,74;11295,25;17905,75;28166,5;41246,25;1.0
18.03.2025 06:00;138,9;12400,5;19571,25;31576,75;46765,75;1.0
18.03.2025 07:00;136,68;19277,5;27326,75;30523,75;43609;1.0
18.03.2025 08:00;106,52;30232,75;38566,25;25743,25;33989,5;1.0
18.03.2025 09:00;71,53;39034,25;47887,5;19808,25;23092,25;1.0
18.03.2025 10:00;25,27;45614,25;53958,75;15503,5;14804;1.0
18.03.2025 11:00;0,68;49257,25;57518,5;14449,75;9464,25;1.0
18.03.2025 12:00;-1,46;49908,5;56630,75;13792,75;9568;1.0
18.03.2025 13:00;-0,3;47514,5;53756;14744;12438;1.0
18.03.2025 14:00;5,72;42016,25;50433,75;14898;13922,75;1.0
18.03.2025 15:00;50,28;33867,25;42947,5;16195,25;21044,75;1.0
18.03.2025 16:00;95,94;22432;31424,75;23388,25;32802,75;1.0
18.03.2025 17:00;140,9;11523,5;18678;32577;50079;1.0
18.03.2025 18:00;170,91;8446,25;14360,75;37550,5;57222,5;1.0
18.03.2025 19:00;167,46;10149;16747,75;37399,25;54923;1.0
18.03.2025 20:00;142,39;11524;18368,25;35750,25;49820,75;1.0
18.03.2025 21:00;123,04;12177,75;18767,25;32744;45849,5;1.0
18.03.2025 22:00;115,97;12046,75;18128;30301;43744,25;1.0
18.03.2025 23:00;103,29;11515,25;17290,75;28173;40983,75;1.0
19.03.2025 00:00;107,29;10007;16538;27217,5;39562,75;24.0
19.03.2025 01:00;102,4;9431,25;15711,75;27091;38714;24.0
19.03.2025 02:00;101,19;8779,5;14427,75;27075,25;39427,25;24.0
19.03.2025 03:00;102;8051,5;13576,25;27957,75;40483,75;24.0
19.03.2025 04:00;106,59;7447,75;13073;28840,75;42389,25;24.0
19.03.2025 05:00;122,52;7072,5;12695;31115;46426;24.0
19.03.2025 06:00;158,05;7548,25;13432;34933,5;52543,5;24.0
19.03.2025 07:00;147,74;14180,25;21381,5;34002,75;49088,5;24.0
19.03.2025 08:00;108,23;25523;33490;27179,75;38213;24.0
19.03.2025 09:00;79,5;34824,25;42767,75;21205,5;26476;24.0
19.03.2025 10:00;26,52;41142,75;48991;17155,75;18323;24.0
19.03.2025 11:00;-0,04;44788,5;52095;15856;14194;24.0
19.03.2025 12:00;-0,56;45783;51432;14970,75;14494;24.0
19.03.2025 13:00;-0,25;43620,75;48994,5;14917;15461,75;24.0
19.03.2025 14:00;0,99;38286,75;45834;15291;16112,75;24.0
19.03.2025 15:00;66,73;30312;38167,75;18132,75;23734;24.0
19.03.2025 16:00;109,85;18694;26130,5;27988,75;36446,25;24.0
19.03.2025 17:00;147,56;7364,25;13868;37540,75;53110,25;24.0
19.03.2025 18:00;248,18;3271,75;9305,75;41293,25;61314,75;24.0
19.03.2025 19:00;220,3;4058,25;10277,75;41383,5;61084;24.0
19.03.2025 20:00;176,68;5170;11494;39861;56329,5;24.0
19.03.2025 21:00;138,24;6258,75;12149;37028;51834,75;24.0
19.03.2025 22:00;124,45;7042,75;12593,5;33681,75;47505,25;24.0
19.03.2025 23:00;111,14;7492,5;13245,5;31160;43104,25;24.0
20.03.2025 00:00;117,17;7890,25;13830,5;31366,5;40408;24.0
20.03.2025 01:00;102,86;8308,5;14270;29688,25;38449,25;24.0
20.03.2025 02:00;99,56;8686,5;14635;29087,25;37474,25;24.0
20.03.2025 03:00;100,08;9004,25;14389,75;29099,25;38169,5;24.0
20.03.2025 04:00;102,83;9329;14183,25;30110,5;39789,75;24.0
20.03.2025 05:00;119,7;9558,75;14930,5;31877,25;43056,5;24.0
20.03.2025 06:00;144,84;10466;16486,5;36216,5;48386,25;24.0
20.03.2025 07:00;141,21;16733,5;23385,75;33425,75;46297;24.0
20.03.2025 08:00;99,87;26559,25;33026,25;26472,75;37405,25;24.0
20.03.2025 09:00;79,45;33735;39953;20880;28526,5;24.0
20.03.2025 10:00;37,51;38701;45839;16968,75;20918,5;24.0
20.03.2025 11:00;3,42;42062,75;50600;15697,75;14221,75;24.0
20.03.2025 12:00;0,43;43050,75;52097,25;14233,25;11511;24.0
20.03.2025 13:00;0,65;40775,25;50344,5;14429,25;12639,5;24.0
20.03.2025 14:00;16,6;35762;45515,75;14903;16360,5;24.0
20.03.2025 15:00;79,42;27829;36707,25;20460;25122;24.0
20.03.2025 16:00;120,76;17056,75;24403,25;28816,75;38677,25;24.0
20.03.2025 17:00;155,14;6843;13003,25;36908,75;54463,75;24.0
20.03.2025 18:00;280,07;2970,75;8372,25;40337;62120,5;24.0
20.03.2025 19:00;253,85;3179,5;8476,25;40275,25;62213,5;24.0
20.03.2025 20:00;164;3471,25;8730,75;39323,5;58426,75;24.0
20.03.2025 21:00;136,82;3576,5;9020;36267;54289,5;24.0
20.03.2025 22:00;125,03;3606;9644,5;34150,75;50462,75;24.0
20.03.2025 23:00;117,91;3554,5;9516,5;32572,25;46696,25;24.0
21.03.2025 00:00;125,07;3437,75;9175,5;30723,75;44581;21.0
21.03.2025 01:00;116,41;3540,75;9177,75;28916,25;42738,25;21.0
21.03.2025 02:00;112,74;3793,75;9392;28480,75;41890,25;21.0
21.03.2025 03:00;105,81;4098,25;9656,25;28351;42105,75;21.0
21.03.2025 04:00;109,1;4535,5;10018,75;28597;43309,75;21.0
21.03.2025 05:00;127,49;5265,75;10940,75;30291,75;45845,75;21.0
21.03.2025 06:00;156;7041,75;13358,25;33019,75;49544,5;21.0
21.03.2025 07:00;148,27;14575,5;22347,25;29920;44911,25;21.0
21.03.2025 08:00;110,73;26577,25;34733,75;21771,75;34534,5;21.0
21.03.2025 09:00;73,31;36370,5;43418,75;13426;24217,25;21.0
21.03.2025 10:00;43,25;42330,5;49981,75;10451;16230,75;21.0
21.03.2025 11:00;7,35;47623,25;54649,75;9972;11158,75;21.0
21.03.2025 12:00;0,81;51165,75;58098;9763,5;6277,75;21.0
21.03.2025 13:00;0;51846;57648,25;9686,75;5877,5;21.0
21.03.2025 14:00;2,49;49420,25;56025;9603,25;6645,75;21.0
21.03.2025 15:00;12,36;44659;53818,75;9671,5;8166;21.0
21.03.2025 16:00;46,22;37480,25;47044;11580,25;16591,75;21.0
21.03.2025 17:00;100,24;31523,25;38228,5;18846,5;26731,5;21.0
21.03.2025 18:00;120,65;32634,5;38736,5;21559,25;27690,75;21.0
21.03.2025 19:00;83,5;36149,25;43988,75;19024,5;23603;21.0
21.03.2025 20:00;70;37724,5;45809,5;15193,25;18817;21.0
21.03.2025 21:00;47,19;38212,5;46154;13384;14758,75;21.0
21.03.2025 22:00;27,13;37390,75;43196,5;12329,25;14906,5;21.0
21.03.2025 23:00;18,45;36806;42812,5;11568,5;12156,25;21.0
22.03.2025 00:00;26,93;37357,25;42324,5;10825,25;9441,25;36.0
22.03.2025 01:00;12,57;36723,25;41883,25;9871,25;8061;36.0
22.03.2025 02:00;9,07;36114;41125,75;9321,5;8208;36.0
22.03.2025 03:00;6,88;35567,5;40598,75;9676,75;8635,5;36.0
22.03.2025 04:00;10,12;35254;39797;10049;9629;36.0
22.03.2025 05:00;12,95;35040;39488,25;10370,5;10555;36.0
22.03.2025 06:00;13,01;36475,5;40031,75;11597;10773;36.0
22.03.2025 07:00;13,04;41498;42888,5;12746,75;11095,5;36.0
22.03.2025 08:00;3,11;46639,75;47901,25;12778,75;9256,5;36.0
22.03.2025 09:00;0;51099,75;52491,75;11926,75;6567,75;36.0
22.03.2025 10:00;-1,86;55242,75;55359,25;11129,25;3435,75;36.0
22.03.2025 11:00;-6,31;58206,25;56639;10691,75;747,5;36.0
22.03.2025 12:00;-15,18;59021;56689,75;10102,75;-966,25;36.0
22.03.2025 13:00;-15,04;58205,5;56032,5;9871;-2503,25;36.0
22.03.2025 14:00;-6,79;55582,5;53787,75;9837,5;-95,5;36.0
22.03.2025 15:00;-1,51;51076,5;51831,75;10865,25;2527,5;36.0
22.03.2025 16:00;1,01;45410,75;48348,75;12444,75;6447,25;36.0
22.03.2025 17:00;34,99;38364;41511,25;14954,75;17434,25;36.0
22.03.2025 18:00;60,03;35409,5;39182,75;18573;22025;36.0
22.03.2025 19:00;50,95;36205,25;39120,5;18694;21696,5;36.0
22.03.2025 20:00;42,15;36190;40077,25;16254,75;17697,25;36.0
22.03.2025 21:00;36,12;35358,25;40089,25;14974;14847,75;36.0
22.03.2025 22:00;37,14;33849,75;38384,25;14590,25;15144,75;36.0
22.03.2025 23:00;35,69;32592;36340,25;14724;14645,25;36.0
23.03.2025 00:00;13,69;31880,5;35500,75;13203,5;12410,25;39.0
23.03.2025 01:00;19,01;30557,75;34681,75;11840,75;11154,75;39.0
23.03.2025 02:00;23,65;29430,5;33615,5;11431,75;11009,75;39.0
23.03.2025 03:00;23,49;28451;32175,75;11667,5;12296,75;39.0
23.03.2025 04:00;24,82;27720,5;30866;12042,75;13952,25;39.0
23.03.2025 05:00;25,01;27048,5;30568,25;12785,5;14327,75;39.0
23.03.2025 06:00;24,84;27144,5;31028;12601,25;13882,25;39.0
23.03.2025 07:00;24,26;28928,25;32194,75;11695;14787,5;39.0
23.03.2025 08:00;18,99;31766;35957,25;10960,25;14343,25;39.0
23.03.2025 09:00;23,09;34376,5;40215,25;10209,25;12997,75;39.0
23.03.2025 10:00;13,78;36911;43021,5;10006,5;10723,75;39.0
23.03.2025 11:00;9,6;37812;45105;10219,25;8902,25;39.0
23.03.2025 12:00;13,49;36511,75;44517;10135,25;8845,25;39.0
23.03.2025 13:00;5,01;33812,25;41710,75;9993,5;10030,75;39.0
23.03.2025 14:00;11,46;29842,75;37627,75;10434,5;12911,25;39.0
23.03.2025 15:00;42,5;24704,5;32502,25;12467,25;18324,75;39.0
23.03.2025 16:00;84,42;18935,75;25595;17904;25792,25;39.0
23.03.2025 17:00;124,23;13615,75;19150;23459,5;35792,5;39.0
23.03.2025 18:00;140;10724,75;15668,25;28685,25;42762;39.0
23.03.2025 19:00;142,51;10155,75;14744,75;32122;44140;39.0
23.03.2025 20:00;140,58;9618,5;14120,5;31109;42490;39.0
23.03.2025 21:00;130;8767;13190,25;29151,25;41654,25;39.0
23.03.2025 22:00;126,47;7544,5;11617,25;28715,5;41728,75;39.0
23.03.2025 23:00;114,24;6217,75;10111,25;28025,5;40414,5;39.0
24.03.2025 00:00;110,45;4273,5;8911,75;27511;39068,5;36.0
24.03.2025 01:00;107,29;3539,5;7975,5;27625,25;38514,25;36.0
24.03.2025 02:00;101,91;2940;7629,5;27632,75;38712;36.0
24.03.2025 03:00;98,94;2484,5;7268;27737,5;39914,25;36.0
24.03.2025 04:00;101,99;2205,75;7121,5;28185,25;41746;36.0
24.03.2025 05:00;119,82;2023,25;7218,5;29521,5;45393;36.0
24.03.2025 06:00;141,5;2406,5;8034;34060,75;52622,25;36.0
24.03.2025 07:00;164,28;5843,75;11000,75;35983,25;55229,25;36.0
24.03.2025 08:00;161,86;11572,25;15950,5;36564,5;52890,25;36.0
24.03.2025 09:00;135,38;17663,25;21264,25;34938,25;47910,75;36.0
24.03.2025 10:00;111,16;22759,75;25596,25;32145,5;43284,75;36.0
24.03.2025 11:00;107,36;25771,75;29432;29905;39352;36.0
24.03.2025 12:00;100,75;26532,5;32156;27393,75;35304,75;36.0
24.03.2025 13:00;100,87;25405,25;32742,5;26620,75;33814,25;36.0
24.03.2025 14:00;106,57;22609,75;30692,5;27250,75;34606,25;36.0
24.03.2025 15:00;115,85;17954,5;26121,75;29038,25;39178,25;36.0
24.03.2025 16:00;130,95;11973,75;19497;31204,75;45881,25;36.0
24.03.2025 17:00;154,15;5982;13464;37484,75;53445,75;36.0
24.03.2025 18:00;211,99;2867,25;10553,5;39608,75;59022,25;36.0
24.03.2025 19:00;193;2699,25;10697,25;39678;59051,25;36.0
24.03.2025 20:00;161,84;2653,75;10640,75;38182,5;55341,5;36.0
24.03.2025 21:00;138,55;2544,75;10424,75;35564,75;51860;36.0
24.03.2025 22:00;125,58;2442;10243;33551;48830,25;36.0
24.03.2025 23:00;115,16;2379,5;10111;30428,75;45671;36.0
25.03.2025 00:00;102,07;3741,75;10623,75;29194;42045,5;10.0
25.03.2025 01:00;101,76;4027;11164,5;28159,25;39993,75;10.0
25.03.2025 02:00;100,2;4507,25;11545;27583,75;38840;10.0
25.03.2025 03:00;102,67;5084,75;12336,25;27614;38675,75;10.0
25.03.2025 04:00;101,96;5773,5;12979,5;27500,25;39568;10.0
25.03.2025 05:00;107,39;6381,5;13679,25;28928,25;42172,75;10.0
25.03.2025 06:00;136,05;7399,75;15292,75;31025,25;47394,75;10.0
25.03.2025 07:00;142,13;11064;18962;32379;49082;10.0
25.03.2025 08:00;133,36;16529,25;24609,5;29808,75;45931,75;10.0
25.03.2025 09:00;106,41;22392,25;31121,25;26422,75;39707,25;10.0
25.03.2025 10:00;92,03;28180,75;37320;23107,5;32573,75;10.0
25.03.2025 11:00;78,8;32677,5;42330;19231;26383;10.0
25.03.2025 12:00;68,45;34671,25;44684,5;17350,5;23172,5;10.0
25.03.2025 13:00;69,23;34811,25;44674,75;17196,5;21760,25;10.0
25.03.2025 14:00;81,7;32940,25;43025,25;18064,75;21497,25;10.0
25.03.2025 15:00;95,52;28529;37549,5;21978,25;26693,5;10.0
25.03.2025 16:00;108,84;22069,75;30303;26856,5;35186;10.0
25.03.2025 17:00;138,81;15544;22347,75;33279;44988,5;10.0
25.03.2025 18:00;161,14;12926;19373,75;37090,25;50881;10.0
25.03.2025 19:00;166,36;13730,75;20268,5;37169,75;50284;10.0
25.03.2025 20:00;148,6;14416,75;20458,5;34822;46098,75;10.0
25.03.2025 21:00;122,36;14535;20798;31846,25;42425,75;10.0
25.03.2025 22:00;114,83;14269,75;20568;29862;39234,25;10.0
25.03.2025 23:00;102,05;13830,25;20581;28247,75;35661,25;10.0
26.03.2025 00:00;101,02;13700,75;19878;27038;32968,25;10.0
26.03.2025 01:00;97,96;14017,5;19314,5;26245,25;31225;10.0
26.03.2025 02:00;97,36;14430;19366,5;26229;30486,5;10.0
26.03.2025 03:00;97,39;14650,5;19547,5;25927,75;30337,25;10.0
26.03.2025 04:00;95,72;14667,75;20054,75;26113,75;31541;10.0
26.03.2025 05:00;98,85;14662,25;20238,75;27214,25;34995,25;10.0
26.03.2025 06:00;128,76;14984,25;21531,25;30461,5;40905,25;10.0
26.03.2025 07:00;141,95;16720,25;23164,75;33066;43488;10.0
26.03.2025 08:00;137,09;19905,75;25551,25;32116;43949,25;10.0
26.03.2025 09:00;111,86;23276,25;28216,25;29306,75;41958;10.0
26.03.2025 10:00;100;26192,75;29906,25;28441,5;41096;10.0
26.03.2025 11:00;96,39;28254,25;31327,25;26621,75;40276,75;10.0
26.03.2025 12:00;94,81;29625,5;32114,75;27018;38693,25;10.0
26.03.2025 13:00;84,5;30214,25;32232,75;27869;38650,25;10.0
26.03.2025 14:00;90,79;29115;30214;28340,5;39523,5;10.0
26.03.2025 15:00;94,36;25824,75;26166,5;29463,25;42369,5;10.0
26.03.2025 16:00;101,45;20143,75;21958;32116;46108,75;10.0
26.03.2025 17:00;135,16;13241,25;16848,75;35848,25;52361;10.0
26.03.2025 18:00;162;9364,75;14402;38019,75;56328,25;10.0
26.03.2025 19:00;169,54;9219,25;14148,75;39453,75;56266,25;10.0
26.03.2025 20:00;153,27;9297,25;13951,5;37250,75;53266,75;10.0
26.03.2025 21:00;129,4;8932,75;13513;33964,25;50161,5;10.0
26.03.2025 22:00;120,27;8506;13110,25;32116,5;47280;10.0
26.03.2025 23:00;108,91;8205,25;12845,75;29556,25;43873,25;10.0
27.03.2025 00:00;104,93;7652;13084;27377,75;40613,5;2.0
27.03.2025 01:00;98,98;7822;13235,25;25886,75;38485;2.0
27.03.2025 02:00;97,8;8200;13619,5;25833;37144,25;2.0
27.03.2025 03:00;98,85;8666,25;14313,75;25751,25;36993,75;2.0
27.03.2025 04:00;97,07;9082,5;15012,75;26057;37315;2.0
27.03.2025 05:00;104,9;9307;15593;27532;40668,5;2.0
27.03.2025 06:00;129,83;9992,5;16279,75;31209,75;46304;2.0
27.03.2025 07:00;140;13457,5;20491,75;32559,75;46521,5;2.0
27.03.2025 08:00;123,5;19930;26628,75;30018,5;42500;2.0
27.03.2025 09:00;89,92;27120,25;33973,5;25361,75;33802,25;2.0
27.03.2025 10:00;77,61;33584,75;40128,25;20967,25;26637,25;2.0
27.03.2025 11:00;45,48;37924,25;45114,75;17576;20745,5;2.0
27.03.2025 12:00;24,81;40177,25;48045,25;15489,25;16543,25;2.0
27.03.2025 13:00;6,67;40182,5;47904;15412,25;15540,5;2.0
27.03.2025 14:00;30,34;37409,25;44803,5;15474;16881,5;2.0
27.03.2025 15:00;74,93;31489,75;38337,75;19534;23408,75;2.0
27.03.2025 16:00;93,74;22502,75;29127,25;24640;32994,25;2.0
27.03.2025 17:00;127,25;12647,5;19242,25;31380,75;46398,5;2.0
27.03.2025 18:00;157,9;7654,5;14001;36756;54956,5;2.0
27.03.2025 19:00;170,7;7431,75;14625;37454,5;55284;2.0
27.03.2025 20:00;141,61;7846,5;15291,5;36553,25;51781,75;2.0
27.03.2025 21:00;124,42;8349,5;15731;32317,75;48082,5;2.0
27.03.2025 22:00;113,1;8998;16077;28103;43737,25;2.0
27.03.2025 23:00;100,91;9838,75;16432;25450;38962;2.0
28.03.2025 00:00;90;11236,5;16749,75;24304,5;36221,75;1.0
28.03.2025 01:00;79,38;11772,5;17442,75;24030;33872,75;1.0
28.03.2025 02:00;79,02;12255;18022,25;23865;32845,75;1.0
28.03.2025 03:00;79,38;12710;18741,25;23973,5;32877,5;1.0
28.03.2025 04:00;79,84;13125,5;19186,5;24339,75;34010;1.0
28.03.2025 05:00;103,51;13527,25;20469;25780,75;36280,5;1.0
28.03.2025 06:00;128,52;15575,75;22356,5;28607,5;40270,25;1.0
28.03.2025 07:00;122,2;22751;29778,75;27949,75;36748;1.0
28.03.2025 08:00;102,08;31991,25;38495,25;24432,75;29180;1.0
28.03.2025 09:00;75,57;39434,5;46363;18989,75;20749,25;1.0
28.03.2025 10:00;25,77;45121,25;52706,75;14931,25;13132,75;1.0
28.03.2025 11:00;1,68;48432,75;57056,25;13264,5;6836,25;1.0
28.03.2025 12:00;-0,01;48328,5;56910,25;13028,25;5648,5;1.0
28.03.2025 13:00;-0,03;45245,25;53207,5;13323;7497,5;1.0
28.03.2025 14:00;14,48;39366,75;48319;13458,25;10676,25;1.0
28.03.2025 15:00;70,1;30891,25;40788,5;16376,75;18021,25;1.0
28.03.2025 16:00;104,19;20043;29429,5;24913,75;30530;1.0
28.03.2025 17:00;132;9921,25;18697,5;31338,5;44878,5;1.0
28.03.2025 18:00;165,99;5643,25;14029,25;34972;51875;1.0
28.03.2025 19:00;165,9;5900;14634,25;34597,75;51859;1.0
28.03.2025 20:00;148,03;6316;15244;33088,25;47863,75;1.0
28.03.2025 21:00;124,56;6417,5;15119,75;30955,5;44827,25;1.0
28.03.2025 22:00;117,94;6264,25;14569;29207,75;41734,25;1.0
28.03.2025 23:00;110,12;5917,5;14155;25495,75;38671,75;1.0
29.03.2025 00:00;113,62;6412,75;13606;24318;36030;6.0
29.03.2025 01:00;103,91;6660,5;13501,5;23443,25;33284,75;6.0
29.03.2025 02:00;96,54;7078,75;14264,75;22139,5;31149;6.0
29.03.2025 03:00;96,22;7788,5;15189;21221,5;30431,5;6.0
29.03.2025 04:00;96,5;8604,25;16487,5;19681,25;29851,25;6.0
29.03.2025 05:00;92,74;9338,5;17905,75;19554;28728,75;6.0
29.03.2025 06:00;96,73;10593,75;18999,75;18988,5;29104,5;6.0
29.03.2025 07:00;98,44;13260;21987,25;19099;29006,25;6.0
29.03.2025 08:00;91,86;17174,75;27003,75;17109,75;26480,75;6.0
29.03.2025 09:00;76,14;21849,75;34256,25;13482;20891,75;6.0
29.03.2025 10:00;65,67;27060,75;39410;11574,25;16560;6.0
29.03.2025 11:00;65,34;30598;42242,25;11317,75;13608,25;6.0
